Token_ID,中文字数,总长度,字节长度,Token内容,备注
143857,3,4,10, 初始化,
103192,3,4,10, 加拿大,
39687,3,4,10, 北京快,
101747,3,4,10, 双色球,
188188,3,4,10, 发表于,
97826,3,4,10, 大乐透,
101877,3,4,10, 大发云,
35620,3,4,10, 大发快,
60858,3,4,10, 大香蕉,
141374,3,4,10, 天天中,
90606,3,4,10, 天天乐,
159661,3,4,10, 天天众,
157918,3,4,10, 天天好,
170545,3,4,10, 天天彩,
146134,3,4,10, 天天爱,
111030,3,4,10, 天天送,
126123,3,4,10, 太阳城,
81529,3,4,10, 微信上,
117072,3,4,10, 微信里,
96719,3,4,10, 手机上,
104736,3,4,10, 手机版,
95350,3,4,10, 投稿日,
196070,3,4,10, 斗地主,
17740,3,4,10, 时时彩,
173330,3,4,10, 曾道人,
140398,3,4,10, 有没有,
26989,3,4,10, 江苏快,
191083,3,4,10, 澳门新,
196577,3,4,10, 痞客邦,
113938,3,4,10, 白小姐,
120823,3,4,10, 百家乐,
137018,3,4,10, 管家婆,
97379,3,4,10, 老司机,
143283,3,4,10, 老虎机,
173117,3,4,10, 色综合,
58033,3,4,10, 菲律宾,
179318,3,4,10, 铁血网,
97728,3,4,10, 青青草,
154098,3,4,10, 青青青,
170476,3,4,10, 香港六,
94795,3,4,10,",一本道",
196300,3,4,10,",久久热",
172218,3,4,10,",大香蕉",
160163,3,3,5,AV片,
184379,3,3,5,QQ群,
164144,3,3,7,_主页,
82797,3,3,7,_久久,
66467,3,3,7,_亚洲,
82844,3,3,7,_人人,
173590,3,3,7,_伊人,
96524,3,3,7,_免费,
85671,3,3,7,_国产,
172682,3,3,7,_在线,
66159,3,3,7,_天天,
51431,3,3,7,_日本,
84753,3,3,7,_欧美,
104656,3,3,7,_超碰,
190547,3,3,7,d天天,
140689,3,3,7,d彩票,
71247,3,3,5,qq群,
133394,3,3,5,re热,
156438,3,3,9,“中国,
193128,3,3,9,”活动,
148907,3,3,9,一分彩,
140087,3,3,9,一分钟,
192054,3,3,9,一本到,
26012,3,3,9,一本道,
80985,3,3,9,一等奖,
98174,3,3,7,一级a,
182856,3,3,9,一级片,
115843,3,3,9,七星彩,
160193,3,3,9,万美元,
87255,3,3,9,三分彩,
77292,3,3,9,三级片,
171574,3,3,9,上一篇,
176176,3,3,9,不中反,
67466,3,3,9,不中返,
156988,3,3,9,不了了,
178335,3,3,9,不到账,
187391,3,3,9,不卡的,
127621,3,3,9,不存在,
191235,3,3,9,不知道,
114514,3,3,9,世界杯,
130483,3,3,9,东京热,
181361,3,3,9,个平台,
53660,3,3,9,中大奖,
168698,3,3,9,中央値,
177322,3,3,9,中奖了,
2314,3,3,9,中彩票,
192789,3,3,9,中文字,
161303,3,3,9,中文版,
178035,3,3,9,中新网,
164266,3,3,9,中特网,
39865,3,3,9,为什么,
86532,3,3,9,久久久,
107505,3,3,9,久久热,
43374,3,3,9,久久爱,
129629,3,3,9,久在线,
46184,3,3,9,乐彩票,
73783,3,3,9,习近平,
22385,3,3,9,买彩票,
123560,3,3,9,乱子伦,
196279,3,3,9,了解到,
133683,3,3,9,事实上,
161690,3,3,9,二分彩,
159603,3,3,9,二等奖,
92103,3,3,9,二维码,
64292,3,3,9,互联网,
20827,3,3,9,五分彩,
45685,3,3,9,五月天,
167319,3,3,9,亚洲区,
138005,3,3,9,亚洲色,
135400,3,3,9,些什么,
65172,3,3,9,交流群,
100560,3,3,9,人人摸,
113014,3,3,9,人人操,
146556,3,3,9,人人澡,
98617,3,3,9,人人爽,
108558,3,3,9,人人看,
120329,3,3,9,人人碰,
81457,3,3,9,人民币,
152278,3,3,9,人民网,
78307,3,3,9,亿美元,
177028,3,3,9,伦理片,
110882,3,3,9,体验金,
125052,3,3,9,作弊器,
88920,3,3,9,俄罗斯,
189599,3,3,9,俺也去,
77574,3,3,9,俺去也,
185485,3,3,9,俺去啦,
175828,3,3,9,做代理,
83360,3,3,9,做爰片,
99365,3,3,9,元棋牌,
138534,3,3,9,免费的,
91030,3,3,9,免费看,
173560,3,3,9,免费线,
194388,3,3,9,党中央,
121042,3,3,9,全过程,
54029,3,3,9,公众号,
96447,3,3,9,公司的,
29205,3,3,9,六合彩,
164542,3,3,9,共中央,
160208,3,3,9,共产党,
140209,3,3,9,共和国,
94605,3,3,9,关键词,
177085,3,3,9,养老金,
69622,3,3,9,凤凰大,
159725,3,3,9,出版社,
81859,3,3,5,分pk,
108795,3,3,9,分享到,
15319,3,3,9,分分彩,
116022,3,3,9,分快三,
161118,3,3,9,分钟前,
139066,3,3,9,初始化,
195854,3,3,9,刷流水,
169189,3,3,9,前年差,
166183,3,3,9,前年比,
164805,3,3,9,副书记,
122260,3,3,9,办公室,
151838,3,3,9,加勒比,
162120,3,3,9,加拿大,
128727,3,3,9,动态图,
128779,3,3,9,勤務地,
141026,3,3,9,北京市,
172011,3,3,9,北京快,
193703,3,3,9,北海道,
108107,3,3,9,博娱乐,
92937,3,3,9,原标题,
29384,3,3,9,双色球,
142629,3,3,9,发展的,
119740,3,3,9,发彩票,
98566,3,3,9,发表于,
195615,3,3,9,叫什么,
144002,3,3,9,可以买,
69079,3,3,9,可信吗,
47420,3,3,9,可靠吗,
182772,3,3,9,合法么,
31689,3,3,9,合法吗,
120449,3,3,9,哪个好,
179324,3,3,9,哪里的,
134690,3,3,9,啪啪啪,
191236,3,3,9,四不像,
117937,3,3,9,国务院,
125924,3,3,9,图片区,
146038,3,3,9,在人线,
40305,3,3,9,在哪里,
144536,3,3,7,在线a,
35075,3,3,9,在线看,
179470,3,3,9,在那里,
138892,3,3,9,处理中,
160842,3,3,9,多少期,
77207,3,3,9,多少钱,
114914,3,3,9,多野结,
113981,3,3,9,夜夜啪,
106079,3,3,9,大乐透,
86215,3,3,9,大发展,
46675,3,3,9,大发快,
156213,3,3,9,大发电,
147033,3,3,9,大奖吗,
27392,3,3,9,大香蕉,
152675,3,3,9,天下彩,
143964,3,3,9,天堂网,
114936,3,3,9,天天啪,
93829,3,3,9,天天好,
163846,3,3,9,天天射,
192095,3,3,9,天天爱,
186012,3,3,9,天天看,
182348,3,3,9,天天送,
57786,3,3,9,太阳城,
120917,3,3,9,委员会,
65905,3,3,9,娱乐场,
47977,3,3,9,娱乐城,
130941,3,3,9,娱乐网,
93036,3,3,9,字符串,
44440,3,3,9,安全吗,
93954,3,3,9,安卓版,
80237,3,3,9,完整版,
103679,3,3,9,官方网,
109386,3,3,9,官方群,
166790,3,3,9,官网吗,
119601,3,3,9,官网群,
159171,3,3,9,定位胆,
184585,3,3,9,实际上,
36043,3,3,9,客户端,
186763,3,3,9,家公司,
176509,3,3,9,小时前,
58050,3,3,9,小游戏,
169699,3,3,9,小游戲,
188686,3,3,9,就是说,
96635,3,3,9,尼斯人,
96195,3,3,9,山大发,
196780,3,3,9,州扑克,
177151,3,3,9,工作的,
92999,3,3,9,带一路,
168396,3,5,15,平均との差,
97079,3,3,9,平方米,
170076,3,3,9,年以上,
189747,3,3,9,年以来,
189936,3,3,9,开什么,
190882,3,3,9,开奖号,
132821,3,3,9,开奖吗,
139634,3,3,9,式会社,
51990,3,3,9,彩争霸,
183019,3,3,9,彩在线,
36170,3,3,9,彩娱乐,
33895,3,3,9,彩平台,
37245,3,3,9,彩彩票,
195687,3,3,9,彩注册,
154263,3,3,9,彩票吗,
92518,3,3,9,彩票站,
33773,3,3,9,彩票网,
76891,3,3,9,微信群,
175000,3,3,9,忘初心,
73355,3,3,9,怎么买,
50182,3,3,9,怎么办,
34633,3,3,9,怎么样,
39912,3,3,9,怎么玩,
64997,3,3,9,怎么看,
162020,3,3,9,怎么算,
44620,3,3,9,怎么领,
128553,3,3,9,性生活,
167885,3,3,9,总书记,
30559,3,3,9,总代理,
112654,3,3,9,情况下,
192961,3,3,9,意味着,
149221,3,3,9,成年人,
155930,3,3,9,我们的,
160933,3,3,9,房地产,
177091,3,3,9,所在地,
143821,3,3,9,手机号,
26618,3,3,9,手机版,
138595,3,3,9,手续费,
155513,3,3,9,打一肖,
132141,3,3,9,打不开,
121929,3,3,9,扫一扫,
172249,3,3,9,投注站,
176230,3,3,9,投稿日,
178380,3,3,9,报记者,
152615,3,3,9,报道称,
198711,3,3,9,据了解,
117364,3,3,9,排行榜,
44612,3,3,9,提现吗,
91735,3,3,9,播放器,
107827,3,3,9,支付宝,
108009,3,3,9,数据库,
73983,3,3,9,斗地主,
92935,3,3,9,新华社,
120071,3,3,9,新时代,
112598,3,3,9,新能源,
92869,3,3,9,新闻网,
191014,3,3,9,族自治,
176950,3,3,9,旗舰厅,
79263,3,3,9,无遮挡,
100295,3,3,9,日上午,
101261,3,3,9,日下午,
117137,3,3,9,日报道,
165287,3,3,9,日日啪,
183126,3,3,9,日消息,
3634,3,3,9,时时彩,
121107,3,3,9,是不是,
25923,3,3,9,是什么,
52233,3,3,9,是多少,
49198,3,3,9,是真的,
197737,3,3,9,曾道人,
190330,3,3,9,最大的,
103377,3,3,9,最新版,
90397,3,3,9,有什么,
100680,3,3,9,有哪些,
111014,3,3,9,有没有,
189103,3,3,9,朋友圈,
104367,3,3,9,服务器,
190148,3,3,9,期六合,
132795,3,3,9,期开奖,
191344,3,3,9,期必中,
116786,3,3,9,期特码,
191801,3,3,9,期资料,
158383,3,3,9,期香港,
194487,3,3,9,本港台,
115682,3,3,9,机动车,
134453,3,3,9,机器人,
143195,3,3,9,机官网,
123558,3,3,9,東京都,
61441,3,3,9,正规吗,
177335,3,3,9,正规的,
139050,3,3,9,此同时,
102103,3,3,9,江苏快,
172567,3,3,9,注册码,
78693,3,3,9,注册送,
168095,3,3,9,派奖中,
141526,3,3,9,消费者,
156175,3,3,9,炸金花,
141082,3,3,9,热视频,
9959,3,3,9,爱彩票,
161031,3,3,9,特朗普,
156308,3,3,9,犯法吗,
169257,3,3,9,狠狠干,
183605,3,3,9,狠狠爱,
121198,3,3,9,玄机图,
122917,3,3,9,王中王,
105173,3,3,9,现金网,
119681,3,3,9,用户名,
68820,3,3,9,电影网,
161467,3,3,9,电影院,
160999,3,3,9,电玩城,
48848,3,3,9,电脑版,
153078,3,3,9,电视剧,
94742,3,3,9,白小姐,
139556,3,3,9,百分点,
61686,3,3,9,百家乐,
136894,3,3,9,百科通,
116142,3,3,9,的位置,
170534,3,3,9,的信息,
169510,3,3,9,的发展,
86780,3,3,9,的天堂,
195305,3,3,9,的天天,
163496,3,3,9,的平台,
70754,3,3,9,的彩票,
183851,3,3,9,的数据,
147979,3,3,9,的方法,
133329,3,3,9,的时候,
150844,3,3,9,的网址,
93951,3,3,9,的网站,
101180,3,3,9,的视频,
181632,3,3,9,的软件,
165166,3,3,9,的重要,
140157,3,3,9,的问题,
196260,3,3,9,盈彩票,
170029,3,3,9,直营网,
143041,3,3,9,真实吗,
159133,3,3,9,真实性,
119662,3,3,9,真的吗,
184674,3,3,9,码中特,
135466,3,3,9,破解器,
91429,3,3,9,破解版,
179722,3,3,9,福彩快,
153474,3,3,9,种彩票,
199505,3,3,9,科学院,
192572,3,3,9,程序集,
93699,3,3,9,空彩票,
152253,3,3,9,第一次,
145267,3,3,9,第一页,
50462,3,3,9,第四色,
91396,3,3,9,管家婆,
155311,3,3,9,管理员,
78196,3,3,9,级毛片,
93855,3,3,9,线观看,
19987,3,3,9,经彩票,
176738,3,3,9,给主人,
39050,3,3,9,综合网,
71767,3,3,9,综合色,
187089,3,3,9,网彩票,
69934,3,3,9,网页版,
58312,3,3,9,老司机,
188414,3,3,9,老熟妇,
53424,3,3,9,老虎机,
175888,3,3,9,聊天室,
117982,3,3,9,联系人,
110991,3,3,9,肖中特,
198669,3,3,9,能买吗,
161876,3,3,9,能提现,
180623,3,3,9,自产拍,
97812,3,3,9,自己的,
157840,3,3,9,自治区,
193234,3,3,9,色情网,
49686,3,3,9,色综合,
192452,3,3,9,色视频,
85278,3,3,9,苹果版,
158290,3,3,9,菲律宾,
68867,3,3,9,蜘蛛词,
154558,3,3,9,被冻结,
100024,3,3,9,计划网,
96593,3,3,9,计划群,
188973,3,3,9,许可证,
93503,3,3,9,请输入,
152184,3,3,9,请选择,
143936,3,3,9,负责人,
68535,3,3,9,购彩票,
72178,3,3,9,资源站,
147171,3,3,9,资源网,
112292,3,3,9,赚钱吗,
155979,3,3,9,赛车场,
102436,3,3,9,赛马会,
42930,3,3,9,赢彩票,
23358,3,3,9,走势图,
197755,3,3,9,越来越,
107924,3,3,9,跑狗图,
88983,3,3,9,身份证,
156669,3,3,9,转载请,
148131,3,3,9,过程中,
107670,3,3,9,近年来,
169319,3,3,9,这样的,
127822,3,3,9,这里只,
99512,3,3,9,进一步,
199430,3,3,9,进行了,
146277,3,3,9,违法吗,
62791,3,3,9,送彩金,
189998,3,3,9,遂宁市,
22810,3,3,9,邀请码,
68193,3,3,9,部联系,
123297,3,3,9,钱怎么,
121745,3,3,9,铁算盘,
77036,3,3,9,银行卡,
56167,3,3,9,青青草,
108516,3,3,9,青青青,
166497,3,3,9,靠谱不,
159071,3,3,9,靠谱么,
39953,3,3,9,靠谱吗,
185856,3,3,9,饰官网,
104466,3,3,9,验证码,
178417,3,3,9,骗人的,
159164,3,3,9,骗局吗,
138402,3,3,9,黄大仙,
136979,3,3,9,黄网站,
132244,3,3,9,黑大战,
90041,3,3,9,黑平台,
190127,3,4,12,＿一本道,
174131,3,4,12,＿久久爱,
151785,3,4,12,＿俺去也,
99862,3,4,12,＿老司机,
171699,3,4,12,￣第四色,
4046,3,4,10,�京赛车,
193293,2,3,7, 一个,
130058,2,3,7, 一号,
129346,2,3,7, 一本,
64800,2,3,7, 一级,
178220,2,3,7, 一诺,
110273,2,3,7, 丁香,
192038,2,3,7, 七喜,
189153,2,3,7, 七彩,
114352,2,3,7, 七星,
196007,2,3,7, 万亚,
197176,2,3,7, 万利,
136256,2,3,7, 万博,
135635,2,3,7, 万国,
140232,2,3,7, 万盛,
164812,2,3,7, 三国,
193572,2,3,7, 上传,
169193,2,3,7, 上午,
61262,2,3,7, 上海,
133689,2,3,7, 下一,
95998,2,3,7, 下午,
49151,2,3,7, 下载,
158318,2,3,7, 世博,
153935,2,3,7, 世爵,
185558,2,3,7, 世界,
164007,2,3,7, 东京,
81016,2,3,7, 东方,
146340,2,3,7, 东森,
185143,2,3,7, 东臣,
37090,2,3,7, 中国,
165004,2,3,7, 中天,
83711,2,3,7, 中文,
158626,2,3,7, 丰满,
196910,2,3,7, 举报,
21771,2,3,7, 久久,
168339,2,3,7, 久游,
115063,2,3,7, 久草,
167775,2,3,7, 久赢,
178810,2,3,7, 乐丰,
191549,2,3,7, 乐亚,
168541,2,3,7, 乐友,
187374,2,3,7, 乐多,
160597,2,3,7, 乐天,
176923,2,3,7, 乐彩,
130132,2,3,7, 乐盈,
160250,2,3,7, 乐购,
188339,2,3,7, 九州,
191321,2,3,7, 亂倫,
148132,2,3,7, 云鼎,
12555,2,3,7, 亚洲,
51678,2,3,7, 亚游,
192251,2,3,7, 亚美,
176317,2,3,7, 亚豪,
140262,2,3,7, 亞洲,
133977,2,3,7, 产品,
190239,2,3,7, 京城,
180536,2,3,7, 京都,
49404,2,3,7, 人人,
75410,2,3,7, 人妻,
191439,2,3,7, 人気,
184591,2,3,7, 人體,
182398,2,3,7, 亿博,
156253,2,3,7, 亿贝,
113952,2,3,7, 什么,
173014,2,3,7, 今天,
191739,2,3,7, 今日,
133507,2,3,7, 以下,
158189,2,3,7, 仲博,
197392,2,3,7, 企业,
76154,2,3,7, 伊人,
197980,2,3,7, 众鑫,
122138,2,3,7, 优博,
188850,2,3,7, 优宝,
155664,2,3,7, 伟德,
178006,2,3,7, 传真,
128883,2,3,7, 伯爵,
155938,2,3,7, 体彩,
116430,2,3,7, 体育,
53854,2,3,7, 作者,
112235,2,3,7, 使用,
152671,2,3,7, 保存,
161559,2,3,7, 信息,
114472,2,3,7, 修改,
85933,2,3,7, 偷拍,
194358,2,3,7, 偽物,
104760,2,3,7, 免費,
32412,2,3,7, 免费,
178225,2,3,7, 全国,
149003,2,3,7, 全天,
62226,2,3,7, 全民,
111925,2,3,7, 全球,
113118,2,3,7, 公司,
164210,2,3,7, 公爵,
117418,2,3,7, 六合,
145914,2,3,7, 关于,
169864,2,3,7, 内容,
58692,2,3,7, 凤凰,
186347,2,3,7, 凯美,
175578,2,3,7, 分享,
152133,2,3,7, 分类,
80226,2,3,7, 创建,
103276,2,3,7, 删除,
191163,2,3,7, 判断,
173955,2,3,7, 利来,
185439,2,3,7, 利盛,
144336,2,3,7, 制服,
15439,2,3,7, 北京,
180666,2,3,7, 十二,
124210,2,3,7, 千禧,
72459,2,3,7, 午夜,
104297,2,3,7, 华人,
138994,2,3,7, 华夏,
181807,2,3,7, 华都,
133864,2,3,7, 卓越,
170019,2,3,7, 南京,
164646,2,3,7, 博乐,
165401,2,3,7, 博众,
173070,2,3,7, 博凯,
85374,2,3,7, 博彩,
133609,2,3,7, 博悦,
170414,2,3,7, 博牛,
154864,2,3,7, 博猫,
116976,2,3,7, 博金,
181250,2,3,7, 印尼,
142748,2,3,7, 参数,
115703,2,3,7, 发布,
123268,2,3,7, 另类,
113458,2,3,7, 可以,
100007,2,3,7, 台湾,
143978,2,3,7, 合乐,
133824,2,3,7, 吉利,
177691,2,3,7, 吉林,
130042,2,3,7, 吉祥,
153694,2,3,7, 同创,
128400,2,3,7, 名人,
81150,2,3,7, 名前,
34507,2,4,10, 名無し,
44948,2,6,16, 名無しさん,
143814,2,5,13, 名無しの,
164044,2,3,7, 和盛,
163715,2,3,7, 和记,
146114,2,3,7, 哪里,
70483,2,3,7, 商品,
189412,2,3,7, 四川,
154745,2,3,7, 回复,
14676,2,3,7, 国产,
82346,2,3,7, 国内,
171203,2,3,7, 国家,
142200,2,3,7, 国际,
117849,2,3,7, 图片,
172228,2,3,7, 圣亚,
194028,2,3,7, 在線,
30634,2,3,7, 在线,
117447,2,3,7, 地址,
197639,2,3,7, 多乐,
130724,2,3,7, 多宝,
141375,2,3,7, 夜夜,
146069,2,3,7, 大丰,
3606,2,3,7, 大发,
116867,2,3,7, 大唐,
120866,2,3,7, 大圣,
162378,2,3,7, 大洋,
163350,2,3,7, 大连,
196890,2,3,7, 大金,
187830,2,3,7, 大鱼,
110703,2,3,7, 天下,
155192,2,3,7, 天堂,
1889,2,3,7, 天天,
137080,2,3,7, 天津,
178883,2,3,7, 天游,
171729,2,3,7, 天逸,
177960,2,3,7, 天铭,
158984,2,3,7, 天音,
106573,2,3,7, 天马,
120517,2,3,7, 奇米,
159780,2,3,7, 奥门,
79194,2,3,7, 女人,
134441,2,3,7, 女性,
115845,2,3,7, 好运,
71937,2,3,7, 如何,
100749,2,3,7, 如意,
105821,2,3,7, 如果,
76531,2,3,7, 娱乐,
114478,2,3,7, 婷婷,
148595,2,3,7, 安卓,
191999,2,3,7, 安徽,
148850,2,3,7, 安迪,
100835,2,3,7, 官方,
184242,2,3,7, 官网,
155334,2,3,7, 宝盈,
188334,2,3,7, 宝马,
180073,2,3,7, 富利,
178387,2,3,7, 尊尼,
148665,2,3,7, 小米,
155502,2,3,7, 小说,
100021,2,3,7, 少妇,
168082,2,3,7, 尚度,
185638,2,3,7, 属性,
143806,2,3,7, 山东,
155246,2,3,7, 工作,
190579,2,3,7, 巴黎,
164273,2,3,7, 帝一,
192090,2,3,7, 帝景,
166583,2,3,7, 帝苑,
40016,2,3,7, 幸运,
98985,2,3,7, 广东,
162529,2,3,7, 广发,
184191,2,3,7, 广益,
187809,2,3,7, 广西,
167965,2,3,7, 开心,
172289,2,3,7, 弘鼎,
172449,2,3,7, 当前,
96896,2,3,7, 彩神,
14734,2,3,7, 彩票,
15154,2,3,7, 微信,
158611,2,3,7, 心博,
172754,2,3,7, 必胜,
56285,2,3,7, 快三,
152161,2,3,7, 快乐,
135998,2,3,7, 快播,
44276,2,3,7, 怎么,
101713,2,3,7, 怎样,
184985,2,3,7, 性感,
198478,2,3,7, 恒一,
143549,2,3,7, 情色,
52923,2,3,7, 成人,
106932,2,3,7, 成年,
199126,2,3,7, 成都,
131142,2,3,7, 我和,
146387,2,3,7, 我的,
145731,2,3,7, 我要,
19213,2,3,7, 手机,
78646,2,3,7, 投稿,
99534,2,3,7, 拉菲,
179975,2,3,7, 拼搏,
153322,2,3,7, 捕鱼,
115743,2,3,7, 推荐,
146768,2,3,7, 摩臣,
189199,2,3,7, 收藏,
108502,2,3,7, 数据,
125051,2,3,7, 文件,
195377,2,3,7, 新乐,
112098,2,3,7, 新宝,
182229,2,3,7, 新浪,
191668,2,3,7, 新生,
187805,2,3,7, 新疆,
123820,2,3,7, 新闻,
139369,2,3,7, 方法,
145424,2,3,7, 无极,
50705,2,3,7, 无码,
141197,2,3,7, 无限,
132892,2,3,7, 日博,
99203,2,3,7, 日日,
106919,2,3,7, 日期,
17428,2,3,7, 日本,
44558,2,3,7, 日韩,
193311,2,3,7, 早餐,
136508,2,3,7, 时时,
74034,2,3,7, 时间,
171558,2,3,7, 明发,
171124,2,3,7, 易乐,
150851,2,3,7, 易购,
193631,2,3,7, 星期,
182178,2,3,7, 星空,
135207,2,3,7, 星际,
109577,2,3,7, 是否,
101428,2,3,7, 時計,
113319,2,3,7, 更多,
73885,2,3,7, 更新,
178130,2,3,7, 最大,
52677,2,3,7, 最新,
158992,2,3,7, 最近,
196938,2,3,7, 朋克,
148811,2,3,7, 服务,
166107,2,3,7, 杏彩,
43581,2,3,7, 来源,
185244,2,3,7, 東京,
47727,2,3,7, 极速,
126613,2,3,7, 查看,
125176,2,3,7, 查询,
193241,2,3,7, 标签,
151888,2,3,7, 根据,
77906,2,3,7, 棋牌,
135372,2,3,7, 欢乐,
142151,2,3,7, 欧亿,
115501,2,3,7, 欧洲,
18671,2,3,7, 欧美,
104237,2,3,7, 歐美,
172184,2,3,7, 正点,
122936,2,3,7, 永利,
110382,2,3,7, 汇丰,
22462,2,3,7, 江苏,
141537,2,3,7, 江西,
138407,2,3,7, 河内,
118262,2,3,7, 河北,
166157,2,3,7, 河南,
80387,2,3,7, 注册,
160591,2,3,7, 注意,
168802,2,3,7, 泰皇,
90119,2,3,7, 浏览,
157162,2,3,7, 浙江,
99925,2,3,7, 海南,
118107,2,3,7, 深圳,
136567,2,3,7, 添加,
147082,2,3,7, 游戏,
196092,2,3,7, 湖北,
198183,2,3,7, 满堂,
123052,2,3,7, 澳洲,
25831,2,3,7, 澳门,
102193,2,3,7, 激情,
74310,2,3,7, 点击,
196103,2,3,7, 爱赢,
199607,2,3,7, 爵士,
66821,2,3,7, 狗万,
95409,2,3,7, 狠狠,
169553,2,3,7, 王者,
188180,2,3,7, 玖玖,
171853,2,3,7, 玩家,
142281,2,3,7, 环亚,
168752,2,3,7, 环宇,
113274,2,3,7, 环球,
194958,2,3,7, 琪琪,
87196,2,3,7, 用户,
46627,2,3,7, 申博,
131893,2,3,7, 电竞,
121899,2,3,7, 电话,
67477,2,3,7, 男人,
103042,2,3,7, 男女,
150787,2,3,7, 登录,
153010,2,3,7, 百乐,
91361,2,3,7, 百度,
152171,2,3,7, 百汇,
88718,2,3,7, 皇冠,
146949,2,3,7, 皇家,
195355,2,3,7, 皇轩,
196723,2,3,7, 盈立,
108013,2,3,7, 盛大,
108095,2,3,7, 真人,
158188,2,3,7, 破解,
157331,2,3,7, 示例,
133583,2,3,7, 祥云,
46980,2,3,7, 福利,
183281,2,3,7, 福建,
67823,2,3,7, 福彩,
100839,2,3,7, 秒速,
165508,2,3,7, 第一,
172057,2,3,7, 第二,
143579,2,3,7, 类型,
57436,2,3,7, 精品,
170537,2,3,7, 紫金,
188990,2,3,7, 絲襪,
108192,2,3,7, 編集,
179400,2,3,7, 红鼎,
164852,2,3,7, 经纬,
74711,2,3,7, 综合,
121020,2,3,7, 编辑,
62863,2,3,7, 网上,
57527,2,3,7, 网易,
128364,2,3,7, 网站,
113216,2,3,7, 网络,
187370,2,3,7, 网赌,
149390,2,3,7, 美国,
198228,2,3,7, 美國,
54688,2,3,7, 美女,
162243,2,3,7, 羽林,
88695,2,3,7, 联系,
185174,2,3,7, 聚利,
177005,2,3,7, 聚缘,
197532,2,3,7, 股票,
25205,2,3,7, 腾讯,
167834,2,3,7, 自动,
109536,2,3,7, 自拍,
97652,2,3,7, 至尊,
167895,2,3,7, 至尚,
123437,2,3,7, 色情,
58116,2,3,7, 苹果,
172849,2,3,7, 荣富,
57142,2,3,7, 获取,
149744,2,3,7, 菠菜,
136963,2,3,7, 菲娱,
186391,2,3,7, 菲龙,
156239,2,3,7, 葡京,
179455,2,3,7, 蓝盾,
105978,2,3,7, 视频,
73788,2,3,7, 设置,
91661,2,3,7, 评论,
154515,2,3,7, 请求,
134275,2,3,7, 诺亚,
173997,2,3,7, 诺果,
159669,2,3,7, 谁有,
179151,2,3,7, 豪泰,
182341,2,3,7, 財布,
171084,2,3,7, 贝博,
117073,2,3,7, 财富,
159126,2,3,7, 财神,
178167,2,3,7, 赌博,
159113,2,3,7, 赛车,
80842,2,3,7, 超碰,
182770,2,3,7, 趣赢,
116822,2,3,7, 足球,
155876,2,3,7, 软件,
130810,2,3,7, 输入,
137014,2,3,7, 输出,
150211,2,3,7, 迅雷,
89935,2,3,7, 返回,
195521,2,3,7, 邦尼,
44217,2,3,7, 重庆,
176480,2,3,7, 金叶,
164248,2,3,7, 金尊,
83153,2,3,7, 金沙,
141028,2,3,7, 金盾,
166285,2,3,7, 金砖,
168796,2,3,7, 钱柜,
176336,2,3,7, 铁血,
160032,2,3,7, 银座,
132647,2,3,7, 银河,
154297,2,3,7, 银航,
180699,2,3,7, 银雀,
66911,2,3,7, 阅读,
162013,2,3,7, 韓國,
187167,2,3,7, 韦伯,
65438,2,3,7, 韩国,
197337,2,3,7, 页面,
117225,2,3,7, 首页,
19061,2,3,7, 香港,
189064,2,3,7, 香蕉,
171554,2,3,7, 马会,
172195,2,3,7, 高升,
104035,2,3,7, 高清,
153022,2,3,7, 高登,
144571,2,3,7, 高频,
194398,2,3,7, 魔兽,
168780,2,3,7, 鸿丰,
97434,2,3,7, 鸿运,
134365,2,3,7, 麒麟,
153603,2,3,7, 黄色,
192465,2,3,7, 黄金,
196720,2,3,7, 黑人,
174285,2,3,7, 默认,
182508,2,3,7, 鼎丰,
172615,2,3,7, 龙头,
164394,2,3,7, 龙虎,
130264,2,3,7,%以上,
179782,2,3,7,%左右,
154191,2,3,7,(税込,
64112,2,3,7,",久久",
52066,2,3,7,",亚洲",
195219,2,3,7,",伊人",
132628,2,3,7,",免费",
63785,2,3,7,",国产",
181889,2,3,7,",在线",
62427,2,3,7,",天天",
60959,2,3,7,",日本",
78081,2,3,7,",欧美",
155068,2,3,7,",超碰",
78588,2,3,7,",香港",
131944,2,3,7,-亚洲,
170127,2,3,7,-国产,
132163,2,3,7,-天天,
138398,2,3,7,-日本,
119069,2,3,7,-首页,
52872,2,2,4,A片,
168091,2,2,4,A级,
177551,2,2,4,_色,
89039,2,2,4,a片,
67174,2,2,6,“一,
92136,2,2,6,“三,
123603,2,2,6,“不,
168194,2,2,6,“两,
178690,2,2,6,“五,
167157,2,2,6,“双,
109831,2,2,6,“四,
132082,2,2,6,“大,
157689,2,2,6,“小,
135373,2,2,6,”为,
98553,2,2,6,”和,
27609,2,2,6,”的,
138331,2,2,6,”等,
153044,2,3,9,、中国,
199649,2,4,12,、名無し,
198387,2,3,9,、安全,
199251,2,3,9,、日本,
139057,2,3,9,。不过,
152983,2,3,9,。今年,
115040,2,3,9,。但是,
191630,2,3,9,。例如,
115168,2,3,9,。其中,
136510,2,3,9,。另外,
86040,2,3,9,。同时,
83505,2,3,9,。因此,
159876,2,3,9,。如果,
179796,2,3,9,。当然,
180497,2,3,9,。截至,
130121,2,3,9,。所以,
84208,2,3,9,。此外,
123972,2,3,9,。然而,
